descricao;empenhado;liquidado;pago
"7173031501";"107.730,38";"103.985,94";"103.985,94"
"7173031502";"329,00";"0,00";"0,00"
"7173031503";"150.000,00";"150.000,00";"150.000,00"
"7173031504";"6.636,43";"6.636,43";"6.636,43"
"7173031505";"4.300,00";"0,00";"0,00"
"7173031506";"799,00";"0,00";"0,00"
"7173031507";"1.920,00";"0,00";"0,00"
"7173031509";"540,00";"0,00";"0,00"
"7173031511";"2.770,33";"0,00";"0,00"
"7173031512";"2.770,33";"0,00";"0,00"
"7173031513";"2.770,33";"0,00";"0,00"
"7173031514";"799,00";"0,00";"0,00"
"7173031515";"899,55";"0,00";"0,00"
"7173031516";"4.300,00";"0,00";"0,00"
"7173031517";"15.000,00";"15.000,00";"0,00"
"7173031519";"45.000,00";"45.000,00";"0,00"
"7173031520";"16.000,00";"0,00";"0,00"
"7173031521";"799,00";"0,00";"0,00"
"7173031522";"30.000,00";"30.000,00";"30.000,00"
"7173031523";"375,98";"0,00";"0,00"
"7173031524";"960,00";"0,00";"0,00"
"7173031525";"3.402,00";"0,00";"0,00"
"7173031526";"4.300,00";"0,00";"0,00"
"7173031527";"715,62";"715,62";"715,62"
"7173031528";"715,62";"715,62";"715,62"
"7173031529";"715,62";"715,62";"715,62"
"7173031531";"572,50";"572,50";"572,50"
"7173031532";"899,55";"0,00";"0,00"
"7173031533";"960,00";"0,00";"0,00"
"7173031534";"960,00";"960,00";"0,00"
"7173031535";"0,00";"0,00";"0,00"
"7173031536";"0,00";"0,00";"0,00"
"7173031537";"0,00";"0,00";"0,00"
"7173031542";"429,37";"429,37";"429,37"
"7173031543";"429,37";"429,37";"429,37"
"7173031544";"2.770,33";"0,00";"0,00"
"7173031545";"4.300,00";"0,00";"0,00"
"7173031546";"799,00";"0,00";"0,00"
"7173031547";"784,90";"0,00";"0,00"
"7173031548";"1.920,00";"1.920,00";"0,00"
"7173031549";"19.284,00";"0,00";"0,00"
"7173031550";"780,00";"0,00";"0,00"
"7173031551";"960,00";"0,00";"0,00"
"7173031552";"1.565,00";"0,00";"0,00"
"7173031553";"899,55";"0,00";"0,00"
"7173031554";"20.000,00";"20.000,00";"20.000,00"
"7173031556";"30.000,00";"30.000,00";"30.000,00"
"7173031557";"30.000,00";"30.000,00";"30.000,00"
"7173031558";"30.000,00";"30.000,00";"30.000,00"
"7173031559";"30.000,00";"30.000,00";"30.000,00"
"7173031560";"30.000,00";"30.000,00";"30.000,00"
"7173031561";"30.000,00";"30.000,00";"30.000,00"
"7173031562";"30.000,00";"30.000,00";"30.000,00"
"7173031563";"30.000,00";"30.000,00";"30.000,00"
"7173031564";"715,62";"715,62";"715,62"
"7173031565";"30.000,00";"30.000,00";"30.000,00"
"7173031566";"30.000,00";"30.000,00";"30.000,00"
"7173031567";"30.000,00";"30.000,00";"30.000,00"
"7173031568";"30.000,00";"30.000,00";"30.000,00"
"7173031569";"30.000,00";"30.000,00";"30.000,00"
"7173031570";"30.000,00";"30.000,00";"30.000,00"
"7173031571";"984,95";"0,00";"0,00"
"7173031572";"1.799,00";"0,00";"0,00"
"7173031573";"71,56";"71,56";"71,56"
"7173031574";"8.600,00";"0,00";"0,00"
"7173031575";"12.900,00";"0,00";"0,00"
"7173031576";"1.799,00";"0,00";"0,00"
"7173031577";"496,00";"0,00";"0,00"
"7173031578";"1.560,00";"0,00";"0,00"
"7173031579";"780,00";"0,00";"0,00"
"7173031580";"1.001,87";"1.001,87";"1.001,87"
"7173031581";"2.340,00";"0,00";"0,00"
"7173031582";"4.300,00";"0,00";"0,00"
"7173031583";"1.001,87";"1.001,87";"1.001,87"
"7173031584";"1.001,87";"1.001,87";"1.001,87"
"7173031585";"1.001,87";"1.001,87";"1.001,87"
"7173031586";"55.100,00";"27.550,00";"0,00"
"7173031587";"45.595,20";"0,00";"0,00"
"7173031588";"4.300,00";"0,00";"0,00"
"7173031589";"4.300,00";"0,00";"0,00"
"7173031590";"2.770,33";"0,00";"0,00"
"7173031591";"1.699,60";"0,00";"0,00"
"7173031592";"799,00";"0,00";"0,00"
"7173031593";"2.770,33";"0,00";"0,00"
"7173031594";"780,00";"0,00";"0,00"
"7173031595";"30.000,00";"30.000,00";"30.000,00"
"7173031596";"1.199,40";"0,00";"0,00"
"7173031597";"240,00";"0,00";"0,00"
"7173031598";"697,83";"697,83";"697,83"
"7173031599";"3.000,00";"0,00";"0,00"
"7173031601";"300.000,00";"300.000,00";"300.000,00"
"7173031602";"5.670,00";"5.670,00";"0,00"
"7173031603";"0,00";"0,00";"0,00"
"7173031604";"429,37";"429,37";"429,37"
"7173031605";"8.310,99";"0,00";"0,00"
"7173031606";"0,00";"0,00";"0,00"
"7173031607";"0,00";"0,00";"0,00"
"7173031608";"10.800,00";"6.948,00";"0,00"
"7173031609";"2.480,60";"0,00";"0,00"
"7173031610";"1.288,12";"1.288,12";"1.288,12"
"7173031611";"1.288,12";"1.288,12";"1.288,12"
"7173031612";"780,00";"0,00";"0,00"
"7173031614";"3.151,84";"0,00";"0,00"
"7173031615";"4.300,00";"0,00";"0,00"
"7173031616";"20.036,52";"0,00";"0,00"
"7173031617";"3.499,00";"0,00";"0,00"
"7173031618";"30.000,00";"30.000,00";"30.000,00"
"7173031619";"8.493,00";"0,00";"0,00"
"7173031622";"52.491,84";"26.245,92";"0,00"
"7173031623";"2.350,00";"0,00";"0,00"
"7173031624";"30.030,20";"30.030,20";"30.030,20"
"7173031625";"8.567,00";"8.567,00";"8.567,00"
"7173031626";"4.728,20";"4.728,20";"4.728,20"
"7173031627";"858,74";"858,74";"858,74"
"7173031628";"1.288,12";"1.288,12";"1.288,12"
"7173031629";"4.300,00";"0,00";"0,00"
"7173031630";"30.000,00";"30.000,00";"30.000,00"
"7173031631";"60.000,00";"60.000,00";"60.000,00"
"7173031632";"60.000,00";"60.000,00";"60.000,00"
"7173031633";"60.000,00";"60.000,00";"60.000,00"
"7173031634";"30.000,00";"30.000,00";"30.000,00"
"7173031635";"60.000,00";"60.000,00";"60.000,00"
"7173031636";"60.000,00";"60.000,00";"60.000,00"
"7173031637";"60.000,00";"60.000,00";"60.000,00"
"7173031638";"30.000,00";"30.000,00";"30.000,00"
"7173031639";"30.000,00";"30.000,00";"30.000,00"
"7173031640";"30.000,00";"30.000,00";"30.000,00"
"7173031641";"30.000,00";"30.000,00";"30.000,00"
"7173031642";"30.000,00";"30.000,00";"30.000,00"
"7173031643";"30.000,00";"30.000,00";"30.000,00"
"7173031644";"30.000,00";"30.000,00";"30.000,00"
"7173031645";"30.000,00";"30.000,00";"30.000,00"
"7173031646";"30.000,00";"30.000,00";"30.000,00"
"7173031647";"30.000,00";"30.000,00";"30.000,00"
"7173031648";"30.000,00";"30.000,00";"30.000,00"
"7173031649";"30.000,00";"30.000,00";"30.000,00"
"7173031650";"1.288,12";"1.288,12";"1.288,12"
"7173031651";"1.860,62";"1.860,62";"1.860,62"
"7173031652";"1.860,62";"1.860,62";"1.860,62"
"7173031653";"960,00";"960,00";"960,00"
"7173031654";"0,00";"0,00";"0,00"
"7173031655";"5.828,80";"5.828,80";"0,00"
"7173031656";"2.872,80";"2.872,80";"0,00"
"7173031657";"27.178,90";"27.178,90";"27.178,90"
"7173031658";"0,00";"0,00";"0,00"
"7173031659";"0,00";"0,00";"0,00"
"7173031660";"20.996,47";"0,00";"0,00"
"7173031662";"62.500,00";"62.500,00";"0,00"
"7173031663";"1.799,00";"0,00";"0,00"
"7173031664";"13.840,56";"13.840,56";"13.840,56"
"7173031665";"4.300,00";"0,00";"0,00"
"7173031669";"3.525,00";"0,00";"0,00"
"7173031670";"0,00";"0,00";"0,00"
"7173031671";"100.000,00";"100.000,00";"100.000,00"
"7173031672";"200.000,00";"200.000,00";"200.000,00"
"7173031673";"250.000,00";"250.000,00";"250.000,00"
"7173031674";"1.288,12";"1.288,12";"1.288,12"
"7173031675";"1.288,12";"1.288,12";"1.288,12"
"7173031676";"429,37";"429,37";"429,37"
"7173031677";"780,00";"0,00";"0,00"
"7173031679";"429,37";"429,37";"429,37"
"7173031680";"799,00";"0,00";"0,00"
"7173031681";"2.475,37";"2.475,37";"2.475,37"
"7173031682";"780,00";"0,00";"0,00"
"7173031683";"849,80";"0,00";"0,00"
"7173031684";"4.300,00";"0,00";"0,00"
"7173031685";"29.500,00";"29.500,00";"0,00"
"7173031686";"8.600,00";"0,00";"0,00"
"7173031687";"0,00";"0,00";"0,00"
"7173031688";"124.001,28";"119.243,07";"119.243,07"
"7173031689";"30.000,00";"30.000,00";"30.000,00"
"7173031690";"30.000,00";"30.000,00";"30.000,00"
"7173031691";"2.233,00";"0,00";"0,00"
"7173031692";"753,37";"753,37";"753,37"
"7173031693";"1.001,87";"1.001,87";"1.001,87"
"7173031694";"1.001,87";"1.001,87";"1.001,87"
"7173031695";"4.090,00";"0,00";"0,00"
"7173031696";"5.540,66";"0,00";"0,00"
"7173031697";"2.480,60";"0,00";"0,00"
"7173031698";"30.000,00";"30.000,00";"30.000,00"
"7173031699";"1.001,87";"1.001,87";"1.001,87"
"7173031700";"858,74";"858,74";"858,74"
"7173031701";"753,37";"753,37";"753,37"
"7173031702";"4.994,00";"0,00";"0,00"
"7173031703";"21.998,50";"0,00";"0,00"
"7173031704";"870.000,00";"870.000,00";"870.000,00"
"7173031705";"20.000,00";"20.000,00";"0,00"
"7173031706";"100.000,00";"0,00";"0,00"
"7173031708";"0,00";"0,00";"0,00"
"7173031709";"0,00";"0,00";"0,00"
"7173031710";"0,00";"0,00";"0,00"
"7173031711";"0,00";"0,00";"0,00"
"7173031712";"2.288,44";"2.288,44";"2.288,44"
"7173031713";"1.001,87";"1.001,87";"1.001,87"
"7173031714";"1.001,87";"1.001,87";"1.001,87"
"7173031715";"1.010,17";"1.010,17";"1.010,17"
"7173031716";"30.000,00";"30.000,00";"30.000,00"
"7173031717";"30.000,00";"30.000,00";"30.000,00"
"7173031718";"4.300,00";"0,00";"0,00"
"7173031719";"1.001,87";"1.001,87";"1.001,87"
"7173031720";"1.574,37";"1.574,37";"1.574,37"
"7173031721";"1.574,37";"1.574,37";"1.574,37"
"7173031722";"1.574,37";"1.574,37";"1.574,37"
"7173031723";"1.183,87";"1.183,87";"1.183,87"
"7173031724";"252,00";"0,00";"0,00"
"7173031731";"4.300,00";"0,00";"0,00"
"7173031732";"1.574,37";"1.574,37";"1.574,37"
"7173031733";"1.574,37";"1.574,37";"1.574,37"
"7173031734";"1.574,37";"1.574,37";"1.574,37"
"7173031735";"1.574,37";"1.574,37";"1.574,37"
"7173031736";"1.587,41";"1.587,41";"1.587,41"
"7173031737";"1.574,37";"1.574,37";"1.574,37"
"7173031738";"3.499,00";"0,00";"0,00"
"7173031739";"248,00";"0,00";"0,00"
"7173031740";"4.300,00";"0,00";"0,00"
"7173031741";"2.480,60";"0,00";"0,00"
"7173031742";"8.493,00";"0,00";"0,00"
"7173031743";"4.683,16";"4.683,16";"4.683,16"
"7173031744";"8.211,60";"8.211,60";"8.211,60"
"7173031745";"2.103,30";"2.103,30";"2.103,30"
"7173031746";"1.950,00";"0,00";"0,00"
"7173031747";"960,00";"0,00";"0,00"
"7173031749";"784,90";"0,00";"0,00"
"7173031750";"799,00";"0,00";"0,00"
"7173031751";"2.850,00";"0,00";"0,00"
"7173031752";"4.300,00";"0,00";"0,00"
"7173031753";"1.994,70";"0,00";"0,00"
"7173031754";"1.799,00";"0,00";"0,00"
"7173031755";"899,55";"0,00";"0,00"
"7173031756";"780,00";"0,00";"0,00"
"7173031757";"200.000,00";"200.000,00";"200.000,00"
"7173031758";"1.999,00";"0,00";"0,00"
"7173031759";"174.600,00";"174.600,00";"0,00"
"7173031760";"16.967,94";"0,00";"0,00"
"7173031761";"14.139,95";"0,00";"0,00"
"7173031762";"4.300,00";"0,00";"0,00"
"7173031763";"2.320,00";"0,00";"0,00"
"7173031768";"37.624,00";"0,00";"0,00"
"7173031769";"73.953,00";"73.953,00";"0,00"
"7173031770";"1.799,00";"0,00";"0,00"
"7173031772";"2.770,33";"0,00";"0,00"
"7173031773";"0,00";"0,00";"0,00"
"7173031774";"4.300,00";"0,00";"0,00"
"7173031777";"0,00";"0,00";"0,00"
"7173031779";"1.288,12";"1.288,12";"1.288,12"
"7173031780";"30.000,00";"0,00";"0,00"
"7173031781";"4.300,00";"0,00";"0,00"
"7173031787";"784,90";"0,00";"0,00"
"7173031788";"1.356,00";"0,00";"0,00"
"7173031789";"4.300,00";"0,00";"0,00"
"7173031790";"3.197,00";"0,00";"0,00"
"7173031791";"4.466,00";"0,00";"0,00"
"7173031792";"1.199,40";"0,00";"0,00"
"7173031793";"347.600,00";"347.600,00";"347.600,00"
"7173031795";"2.086,05";"0,00";"0,00"
"7173031796";"1.145,00";"1.145,00";"1.145,00"
"7173031797";"2.770,33";"0,00";"0,00"
"7173031798";"350.000,00";"350.000,00";"0,00"
"7173031799";"2.863,00";"2.863,00";"2.863,00"
"7173031800";"2.863,00";"2.863,00";"2.863,00"
"7173031801";"8.310,99";"0,00";"0,00"
"7173031802";"1.790,00";"0,00";"0,00"
"7173031803";"2.200,00";"0,00";"0,00"
"7173031804";"2.003,75";"2.003,75";"0,00"
"7173031805";"2.361,08";"2.361,08";"0,00"
"7173031806";"2.336,67";"2.336,67";"0,00"
"7173031807";"2.305,54";"2.305,54";"0,00"
"7173031808";"2.278,91";"2.278,91";"0,00"
"7173031810";"1.748,80";"0,00";"0,00"
"7173031813";"0,00";"0,00";"0,00"
"7173031814";"91.991,52";"0,00";"0,00"
"7173031815";"0,00";"0,00";"0,00"
"7173031818";"2.003,75";"2.003,75";"2.003,75"
"7173031819";"1.506,75";"1.506,75";"1.506,75"
"7173031820";"2.003,75";"2.003,75";"2.003,75"
"7173031821";"2.003,75";"2.003,75";"2.003,75"
"7173031822";"1.431,25";"1.431,25";"1.431,25"
"7173031823";"2.020,34";"2.020,34";"2.020,34"
"7173031824";"2.003,75";"2.003,75";"2.003,75"
"7173031825";"2.003,75";"2.003,75";"2.003,75"
"7173031826";"2.003,75";"2.003,75";"2.003,75"
"7173031827";"2.308,96";"2.308,96";"0,00"
"7173031828";"858,75";"858,75";"0,00"
"7173031829";"124.001,28";"0,00";"0,00"
"7173031830";"6.240,00";"0,00";"0,00"
"7173031831";"2.770,33";"0,00";"0,00"
"7173031832";"4.300,00";"0,00";"0,00"
"7173031833";"784,90";"0,00";"0,00"
"7173031834";"799,60";"0,00";"0,00"
"7173031835";"53.915,64";"0,00";"0,00"
"7173031836";"424,90";"0,00";"0,00"
"7173031837";"2.003,75";"2.003,75";"2.003,75"
"7173031838";"3.020,00";"3.020,00";"3.020,00"
"7176010001";"8.518.215,97";"8.518.215,97";"8.518.215,97"
"7176010002";"128.000,00";"128.000,00";"128.000,00"
"7176010003";"191.576,00";"191.576,00";"191.576,00"
"7176010004";"710.640,00";"710.640,00";"710.640,00"
"7176010005";"14.549.935,86";"14.549.935,86";"14.549.935,86"
"7176010006";"100.800,00";"100.800,00";"100.800,00"
"7176010007";"0,00";"0,00";"0,00"
"7176010008";"783.566,00";"783.566,00";"783.566,00"
"7176010009";"8.063.094,02";"8.063.094,02";"8.063.094,02"
"7176010010";"145.400,00";"145.400,00";"145.400,00"
"7176010011";"1.232,00";"1.232,00";"1.232,00"
"7176010012";"408.240,00";"408.240,00";"408.240,00"
"7176010013";"2.695,15";"2.695,15";"2.695,15"
"7176010014";"294,00";"294,00";"294,00"
"7176010015";"5.845.031,04";"5.845.031,04";"5.845.031,04"
"7176010016";"195.893,34";"195.893,34";"195.893,34"
"7176010017";"547.050,00";"547.050,00";"547.050,00"
"7176010018";"15.477.958,52";"15.477.958,52";"15.477.958,52"
"7176010019";"152.200,00";"152.200,00";"152.200,00"
"7176010020";"1.576.778,00";"1.576.778,00";"1.576.778,00"
"7176010021";"1.219.574,09";"1.219.574,09";"1.219.574,09"
"7176010022";"1.600,00";"1.600,00";"1.600,00"
"7176010023";"118.482,00";"118.482,00";"118.482,00"
"7176010024";"253.513,69";"253.513,69";"253.513,69"
"7176010025";"7.400,00";"7.400,00";"7.400,00"
"7176010026";"462,00";"462,00";"462,00"
"7176010027";"14.280,00";"14.280,00";"14.280,00"
"7176010028";"164.016,90";"164.016,90";"164.016,90"
"7176010029";"800,00";"800,00";"800,00"
"7176010030";"5.460,00";"5.460,00";"5.460,00"
"7176010031";"67.441,75";"67.441,75";"67.441,75"
"7176010032";"800,00";"800,00";"800,00"
"7176010033";"1.232,00";"1.232,00";"1.232,00"
"7176010034";"4.606,00";"4.606,00";"4.606,00"
"7176010035";"56.690,97";"56.690,97";"56.690,97"
"7176010036";"800,00";"800,00";"800,00"
"7176010037";"5.880,00";"5.880,00";"5.880,00"
"7176010038";"1.542.929,17";"1.542.929,17";"1.542.929,17"
"7176010039";"34.680,00";"34.680,00";"34.680,00"
"7176010040";"348.334,00";"348.334,00";"348.334,00"
"7176010042";"4.004,00";"4.004,00";"4.004,00"
"7176010043";"0,00";"0,00";"0,00"
"7176010045";"5.016.568,46";"5.016.568,46";"5.016.568,46"
"7176010046";"3.620.906,47";"3.620.906,47";"3.620.906,47"
"7176010047";"750.000,00";"708.454,82";"708.454,82"
"7176010048";"2.464.520,18";"2.460.480,39";"2.460.480,39"
"7176010049";"1.177.024,23";"1.172.958,61";"1.172.958,61"
"7176010050";"53.202,06";"46.733,27";"46.733,27"
"7176010051";"688.808,27";"688.808,27";"688.808,27"
"7176010052";"300.000,00";"299.941,98";"299.941,98"
"7176010053";"71.394,96";"71.392,24";"71.392,24"
"7176010054";"1.398.372,71";"1.398.372,71";"1.398.372,71"
"7176010055";"800.000,00";"799.948,59";"799.948,59"
"7176010056";"0,00";"0,00";"0,00"
"7176010057";"28.921,68";"21.314,60";"21.314,60"
"7176010058";"7.522.024,38";"6.433.800,12";"6.433.800,12"
"7176010059";"1.232.794,65";"1.232.794,65";"1.232.794,65"
"7176010060";"821.915,60";"821.915,30";"821.915,30"
"7176010061";"1.270.815,42";"880.629,00";"880.629,00"
"7176010062";"2.500.000,00";"2.499.874,01";"2.499.874,01"
"7176010063";"124.714,17";"124.714,17";"124.714,17"
"7176010065";"1.400.000,00";"1.260.299,05";"1.260.299,05"
"7176010066";"557.079,06";"557.076,40";"557.076,40"
"7176010067";"138.262,86";"138.262,86";"138.262,86"
"7176010068";"1.130.802,80";"1.130.802,80";"1.130.802,80"
"7176010069";"900.000,00";"890.475,08";"890.475,08"
"7176010070";"433.309,71";"433.309,71";"433.309,71"
"7176010071";"1.000.000,00";"952.526,57";"952.526,57"
"7176010072";"855.415,44";"707.725,57";"707.725,57"
"7176010073";"0,00";"0,00";"0,00"
"7176010074";"49.743,43";"33.766,64";"33.766,64"
"7176010075";"1.100.000,00";"1.099.981,53";"1.099.981,53"
"7176010076";"487.952,06";"487.899,72";"487.899,72"
"7176010077";"143.017,24";"143.011,05";"143.011,05"
"7176010078";"0,00";"0,00";"0,00"
"7176010079";"125.000,00";"124.928,09";"124.928,09"
"7176010080";"153.682,07";"120.096,43";"120.096,43"
"7176010081";"138.121,80";"138.121,80";"138.121,80"
"7176010082";"1.014.936,72";"1.014.936,72";"1.014.936,72"
"7176010083";"7.604.092,86";"7.604.092,86";"7.604.092,86"
"7176010084";"2.137.205,68";"2.137.205,68";"2.137.205,68"
"7176010085";"155.523,48";"155.523,48";"155.523,48"
"7176010087";"2.747.137,03";"2.747.137,03";"2.747.137,03"
"7176010088";"435.135,36";"416.193,63";"416.193,63"
"7176010089";"446.112,38";"446.112,38";"446.112,38"
"7176010091";"1.227.626,10";"1.227.626,10";"1.227.626,10"
"7176010092";"826.354,50";"661.083,60";"661.083,60"
"7176010093";"991.625,40";"826.354,50";"826.354,50"
"7176010094";"787.090,68";"787.090,68";"787.090,68"
"7176010095";"199.446,00";"199.446,00";"199.446,00"
"7176010096";"817.602,26";"817.602,26";"817.602,26"
"7176010097";"1.780.291,14";"1.780.291,14";"1.780.291,14"
"7176010098";"1.032.286,68";"739.249,36";"739.249,36"
"7176010099";"3.229.680,86";"3.229.680,86";"3.229.680,86"
"7176010100";"554.211,07";"554.211,07";"554.211,07"
"7176010101";"694.574,65";"694.574,65";"694.574,65"
"7176010102";"384.479,39";"305.955,31";"305.955,31"
"7176010103";"1.979.696,52";"1.979.696,52";"1.979.696,52"
"7176010104";"574.946,52";"574.946,52";"574.946,52"
"7176010105";"3.248.665,49";"3.248.665,49";"3.248.665,49"
"7176010106";"139.384,68";"139.384,68";"139.384,68"
"7176010107";"7.480.605,52";"7.480.605,52";"7.480.605,52"
"7176010108";"945.805,02";"824.184,50";"824.184,50"
"7176010109";"3.541.922,59";"3.541.922,59";"3.541.922,59"
"7176010110";"0,00";"0,00";"0,00"
"7176010111";"1.332.311,80";"1.107.350,63";"1.107.350,63"
"7176010112";"13.216,92";"13.192,76";"13.192,76"
"7176010113";"0,00";"0,00";"0,00"
"7176010114";"3.234.675,00";"2.561.826,88";"2.561.826,88"
"7176010115";"2.404.947,38";"1.913.236,25";"1.913.236,25"
"7176010116";"88.945,42";"87.220,97";"87.220,97"
"7176010117";"122.960,00";"84.856,63";"84.856,63"
"7176010118";"425.940,05";"420.205,40";"420.205,40"
"7176010119";"2.617.619,41";"2.617.619,41";"2.617.619,41"
"7176010120";"202.468,44";"139.382,28";"139.382,28"
"7176010121";"668.682,00";"668.682,00";"668.682,00"
"7176010122";"0,00";"0,00";"0,00"
"7176010123";"63.607,58";"56.804,82";"56.804,82"
"7176010124";"471.408,72";"471.408,72";"471.408,72"
"7176010125";"2.000.000,00";"1.999.933,36";"1.999.933,36"
"7176010126";"3.321.136,32";"2.148.490,21";"2.148.490,21"
"7176010127";"222.636,96";"209.613,24";"209.613,24"
"7176010128";"60.000,00";"31.200,00";"31.200,00"
"7176010129";"188.622,10";"186.696,30";"186.696,30"
"7176010130";"142.380,00";"142.380,00";"142.380,00"
"7176010131";"18.000.000,00";"11.975.633,81";"11.975.633,81"
"7176010132";"91.000,00";"48.441,80";"48.441,80"
"7176010133";"1.163.306,96";"1.163.306,96";"1.163.306,96"
"7176010134";"1.934.100,00";"1.934.100,00";"1.934.100,00"
"7176010135";"820.101,37";"820.101,37";"820.101,37"
"7176010136";"289.939,88";"289.422,01";"289.422,01"
"7176010137";"319.212,36";"274.518,64";"274.518,64"
"7176010138";"4.267.355,60";"4.267.355,60";"4.267.355,60"
"7176010139";"285.006,96";"285.006,96";"285.006,96"
"7176010140";"8.019.270,42";"8.019.270,42";"8.019.270,42"
"7176010141";"15.567.336,20";"15.567.336,20";"15.567.336,20"
"7176010142";"8.725.534,53";"8.725.534,53";"8.725.534,53"
"7176010143";"4.787.717,09";"4.787.717,09";"4.787.717,09"
"7176010144";"13.664.302,77";"13.664.302,77";"13.664.302,77"
"7176010145";"877.084,41";"877.084,41";"877.084,41"
"7176010146";"252.952,86";"252.952,86";"252.952,86"
"7176010147";"983.500,62";"983.500,62";"983.500,62"
"7176010148";"236.101,60";"236.101,60";"236.101,60"
"7176010149";"2.794.734,09";"2.794.734,09";"2.794.734,09"
"7176010150";"1.409.903,60";"1.409.903,60";"1.409.903,60"
"7176010151";"125.400,00";"125.400,00";"125.400,00"
"7176010152";"98.000,00";"98.000,00";"98.000,00"
"7176010153";"146.053,33";"146.053,33";"146.053,33"
"7176010154";"151.840,00";"151.840,00";"151.840,00"
"7176010155";"1.600,00";"1.600,00";"1.600,00"
"7176010156";"7.400,00";"7.400,00";"7.400,00"
"7176010157";"800,00";"800,00";"800,00"
"7176010158";"4.400,00";"4.400,00";"4.400,00"
"7176010159";"26.693,33";"26.693,33";"26.693,33"
"7176010160";"32.000,00";"32.000,00";"32.000,00"
"7176010161";"182.849,33";"182.849,33";"182.849,33"
"7176010162";"4.004,00";"4.004,00";"4.004,00"
"7176010163";"1.232,00";"1.232,00";"1.232,00"
"7176010164";"462,00";"462,00";"462,00"
"7176010165";"154,00";"154,00";"154,00"
"7176010166";"5.082,00";"5.082,00";"5.082,00"
"7176010167";"709.954,00";"709.954,00";"709.954,00"
"7176010168";"767.340,00";"767.340,00";"767.340,00"
"7176010169";"404.880,00";"404.880,00";"404.880,00"
"7176010170";"506.212,00";"506.212,00";"506.212,00"
"7176010171";"18.060,00";"18.060,00";"18.060,00"
"7176010172";"1.531.110,00";"1.531.110,00";"1.531.110,00"
"7176010173";"92.400,00";"92.400,00";"92.400,00"
"7176010174";"13.860,00";"13.860,00";"13.860,00"
"7176010175";"31.710,00";"31.710,00";"31.710,00"
"7176010176";"324.688,00";"324.688,00";"324.688,00"
"7176010177";"326.018,00";"326.018,00";"326.018,00"
"7176010178";"167.893,33";"167.893,33";"167.893,33"
"7176010180";"0,00";"0,00";"0,00"
"7176010181";"10.000,00";"8.060,17";"8.060,17"
"7176010183";"100.000,00";"66.875,68";"66.875,68"
"7176010184";"958.188,37";"958.188,37";"958.188,37"
"7176010185";"0,00";"0,00";"0,00"
"7176010186";"224.685,12";"102.310,08";"102.310,08"
"7176010187";"8.000.000,00";"7.999.930,10";"7.999.930,10"
"7176010188";"721.899,00";"715.872,68";"715.872,68"
