descricao;empenhado;liquidado;pago
"6086440739";"224,32";"224,32";"224,32"
"6086440740";"224,32";"224,32";"224,32"
"6086440741";"224,32";"224,32";"224,32"
"6086440742";"224,32";"224,32";"224,32"
"6086440743";"224,32";"224,32";"224,32"
"6086440744";"224,32";"224,32";"224,32"
"6086440745";"224,32";"224,32";"224,32"
"6086440746";"103,03";"103,03";"103,03"
"6086440747";"17.993,67";"17.993,67";"17.993,67"
"6086440748";"19.369,90";"19.369,90";"19.369,90"
"6086440749";"1.569,94";"1.569,94";"1.569,94"
"6090010001";"77.020,72";"77.020,72";"77.020,72"
"6090010002";"364.879,87";"364.879,87";"364.879,87"
"6090010003";"255.235,74";"255.235,74";"255.235,74"
"6090010004";"188.876,32";"188.876,32";"188.876,32"
"6090010005";"54.283,47";"54.283,47";"54.283,47"
"6090010007";"450.000,00";"431.631,27";"431.631,27"
"6090010008";"791.214,96";"791.154,66";"791.154,66"
"6090010009";"296.518,53";"296.518,53";"296.518,53"
"6090010010";"0,00";"0,00";"0,00"
"6090010011";"29.689,00";"29.689,00";"29.689,00"
"6090010013";"300.000,00";"246.539,18";"246.539,18"
"6090010014";"40.670,00";"40.670,00";"40.670,00"
"6090010015";"44.674,47";"44.674,47";"44.674,47"
"6090010016";"21.400,00";"6.880,00";"6.880,00"
"6090010017";"50.400,00";"47.112,00";"47.112,00"
"6090010018";"60.000,00";"22.978,68";"22.978,68"
"6090010020";"289.228,81";"289.228,81";"289.228,81"
"6090010021";"24.270,25";"24.270,25";"24.270,25"
"6090010022";"289.000,00";"289.000,00";"289.000,00"
"6090010023";"1.000,00";"1.000,00";"1.000,00"
"6090010024";"32.110,00";"30.069,00";"30.069,00"
"6090010025";"85.078,58";"85.078,58";"85.078,58"
"6090010026";"328.729,86";"328.729,86";"328.729,86"
"6090010027";"141.235,44";"141.235,44";"141.235,44"
"6090010028";"64.208,89";"58.686,31";"58.686,31"
"6090010029";"183.093,84";"183.093,84";"183.093,84"
"6090010030";"290.834,56";"290.834,56";"290.834,56"
"6090010031";"5.000,00";"3.991,46";"3.808,99"
"6090010032";"71,40";"71,40";"71,40"
"6090010033";"160.000,00";"159.297,36";"159.297,36"
"6090010034";"400.000,00";"238.332,72";"238.332,72"
"6090010036";"379.586,05";"379.586,05";"379.586,05"
"6090010037";"44.674,47";"44.674,47";"44.674,47"
"6090010038";"23.537,50";"23.537,50";"23.537,50"
"6090010039";"42.292,00";"42.292,00";"42.292,00"
"6090010040";"9.144,30";"9.144,30";"9.144,30"
"6090010044";"450.000,00";"250.597,39";"250.597,39"
"6090010045";"120.874,68";"95.736,60";"95.736,60"
"6090010046";"30.301,60";"30.301,60";"30.301,60"
"6090010047";"2.260,12";"2.260,12";"2.260,12"
"6090010048";"1.582,87";"1.582,87";"1.582,87"
"6090010049";"2.260,12";"2.260,12";"2.260,12"
"6090010050";"2.260,12";"2.260,12";"2.260,12"
"6090010051";"2.260,12";"2.260,12";"2.260,12"
"6090010052";"2.260,12";"2.260,12";"2.260,12"
"6090010053";"2.260,12";"2.260,12";"2.260,12"
"6090010054";"2.260,12";"2.260,12";"2.260,12"
"6090010055";"2.260,12";"2.260,12";"2.260,12"
"6090010056";"2.260,12";"2.260,12";"2.260,12"
"6090010057";"2.260,12";"2.260,12";"2.260,12"
"6090010058";"2.260,12";"2.260,12";"2.260,12"
"6090010059";"2.260,12";"2.260,12";"2.260,12"
"6090010060";"4.412,62";"4.412,62";"4.412,62"
"6090010061";"4.412,62";"4.412,62";"4.412,62"
"6090010062";"3.397,50";"3.397,50";"3.397,50"
"6090010063";"2.260,12";"2.260,12";"2.260,12"
"6090010064";"2.260,12";"2.260,12";"2.260,12"
"6090010065";"2.260,12";"2.260,12";"2.260,12"
"6090010066";"1.582,87";"1.582,87";"1.582,87"
"6090010067";"4.412,62";"4.412,62";"4.412,62"
"6090010068";"2.260,12";"2.260,12";"2.260,12"
"6090010069";"18.059.020,42";"16.996.243,04";"16.996.243,04"
"6090010070";"0,00";"0,00";"0,00"
"6090010071";"2.260,12";"2.260,12";"2.260,12"
"6090010072";"2.260,12";"2.260,12";"2.260,12"
"6090010074";"1.582,87";"1.582,87";"1.582,87"
"6090010075";"2.260,12";"2.260,12";"2.260,12"
"6090010076";"2.260,12";"2.260,12";"2.260,12"
"6090010077";"2.260,12";"2.260,12";"2.260,12"
"6090010078";"2.260,12";"2.260,12";"2.260,12"
"6090010079";"2.260,12";"2.260,12";"2.260,12"
"6090010080";"2.260,12";"2.260,12";"2.260,12"
"6090010081";"2.260,12";"2.260,12";"2.260,12"
"6090010082";"2.260,12";"2.260,12";"2.260,12"
"6090010083";"2.260,12";"2.260,12";"2.260,12"
"6090010084";"2.260,12";"2.260,12";"2.260,12"
"6090010085";"2.260,12";"2.260,12";"2.260,12"
"6090010086";"2.260,12";"2.260,12";"2.260,12"
"6090010087";"54.747,57";"0,00";"0,00"
"6090010088";"2.260,12";"2.260,12";"2.260,12"
"6090010089";"2.260,12";"2.260,12";"2.260,12"
"6090010090";"2.260,12";"2.260,12";"2.260,12"
"6090010091";"45.179,89";"45.179,89";"0,00"
"6090010092";"2.260,12";"2.260,12";"2.260,12"
"6090010093";"2.260,12";"2.260,12";"2.260,12"
"6090010094";"64.765,73";"64.765,73";"64.765,73"
"6090010095";"55.497,50";"55.497,50";"55.497,50"
"6090010096";"861,00";"861,00";"861,00"
"6090010097";"260.000,00";"0,00";"0,00"
"6090010098";"15.225,00";"0,00";"0,00"
"6090010099";"861,00";"861,00";"861,00"
"6090010101";"28.168,60";"0,00";"0,00"
"6090010102";"861,00";"861,00";"861,00"
"6090010103";"0,00";"0,00";"0,00"
"6090010106";"861,00";"861,00";"861,00"
"6090010107";"450.000,00";"405.856,37";"270.647,38"
"6090010109";"32.896,50";"32.896,50";"32.896,50"
"6090010110";"587.508,20";"587.508,20";"587.508,20"
"6090010112";"861,00";"861,00";"861,00"
"6090010113";"14.347.500,00";"0,00";"0,00"
"6090010114";"158.803,32";"94.156,96";"47.219,08"
"6090010115";"287.209,80";"191.473,20";"95.736,60"
"6090010116";"60.527,85";"40.351,90";"20.175,95"
"6090010118";"29.782,98";"24.498,89";"24.498,89"
"6090010119";"286.733,22";"191.155,48";"95.577,74"
"6090010121";"50.000,00";"50.000,00";"0,00"
"6090010122";"0,00";"0,00";"0,00"
"6090010123";"21.500,00";"21.500,00";"0,00"
"6090010124";"10.000,00";"10.000,00";"0,00"
"6090010125";"11.392,00";"0,00";"0,00"
"6090010126";"4.993,56";"4.993,56";"0,00"
"6090010127";"215,25";"215,25";"215,25"
"6090010128";"29.689,00";"0,00";"0,00"
"6090010131";"2.638,12";"2.638,12";"2.638,12"
"6090010132";"3.766,87";"3.766,87";"3.766,87"
"6090010133";"1.829,62";"1.829,62";"1.829,62"
"6090010134";"753,37";"753,37";"753,37"
"6090010135";"753,37";"753,37";"753,37"
"6090010137";"200.000,00";"88.243,43";"88.243,43"
"6090010138";"2.475,37";"2.475,37";"2.475,37"
"6090010139";"2.475,37";"2.475,37";"2.475,37"
"6090010140";"100.000,00";"0,00";"0,00"
"6090010141";"4.000,00";"4.000,00";"0,00"
"6090010144";"968,62";"968,62";"968,62"
"6090010145";"968,62";"968,62";"968,62"
"6090010146";"968,62";"968,62";"968,62"
"6090010147";"968,62";"968,62";"968,62"
"6090010148";"4.412,62";"4.412,62";"4.412,62"
"6090010149";"968,62";"968,62";"968,62"
"6090010150";"2.475,37";"2.475,37";"2.475,37"
"6090010151";"1.789,37";"1.789,37";"1.789,37"
"6090010152";"753,37";"753,37";"753,37"
"6090010153";"1.789,37";"1.789,37";"1.789,37"
"6090010154";"3.551,62";"3.551,62";"3.551,62"
"6090010155";"322,87";"322,87";"322,87"
"6090010156";"753,37";"753,37";"753,37"
"6090010157";"450.000,00";"0,00";"0,00"
"6090010158";"3.121,27";"3.121,27";"3.121,27"
"6090010159";"4.801.000,00";"0,00";"0,00"
"6090010161";"3.523.276,18";"3.523.276,18";"3.523.276,18"
"6090010162";"1.883,70";"1.883,70";"1.883,70"
"6090010163";"2.340,00";"0,00";"0,00"
"6090010164";"2.905,87";"2.905,87";"2.905,87"
"6090010165";"10.300,00";"0,00";"0,00"
"6090010166";"430,50";"430,50";"430,50"
"6090010167";"0,00";"0,00";"0,00"
"6090010169";"0,00";"0,00";"0,00"
"6090010170";"430,50";"430,50";"0,00"
"6090010171";"0,00";"0,00";"0,00"
"6090010172";"0,00";"0,00";"0,00"
"6090010174";"2.905,87";"2.905,87";"2.905,87"
"6090010176";"4.843,12";"4.843,12";"4.843,12"
"6090010178";"3.090,37";"3.090,37";"3.090,37"
"6090010179";"4.843,12";"4.843,12";"4.843,12"
"6090010180";"4.843,12";"4.843,12";"4.843,12"
"6090010181";"4.843,12";"4.843,12";"4.843,12"
"6090010182";"4.843,12";"4.843,12";"4.843,12"
"6090010183";"2.905,87";"2.905,87";"2.905,87"
"6090010184";"2.905,87";"2.905,87";"2.905,87"
"6090010185";"2.905,87";"2.905,87";"2.905,87"
"6090010186";"4.412,62";"4.412,62";"4.412,62"
"6090010188";"300.000,00";"0,00";"0,00"
"6090010189";"731.744,21";"0,00";"0,00"
"6096320001";"0,00";"0,00";"0,00"
"6096320002";"3.496,94";"1.816,20";"1.816,20"
"6096320003";"0,00";"0,00";"0,00"
"6096320004";"0,00";"0,00";"0,00"
"6096320008";"538,12";"538,12";"538,12"
"6096320009";"322,87";"322,87";"322,87"
"6096320010";"322,87";"322,87";"322,87"
"6096320011";"376,87";"376,87";"376,87"
"6096320012";"322,87";"322,87";"322,87"
"6096320013";"322,87";"322,87";"322,87"
"6096320014";"538,12";"538,12";"538,12"
"6096320015";"322,87";"322,87";"322,87"
"6096320016";"322,87";"322,87";"322,87"
"6096320017";"322,87";"322,87";"322,87"
"6096320018";"807,30";"807,30";"807,30"
"6096320019";"538,12";"538,12";"538,12"
"6096320020";"968,62";"968,62";"968,62"
"6096320021";"807,30";"807,30";"807,30"
"6096320022";"968,62";"968,62";"968,62"
"6096320023";"322,87";"322,87";"322,87"
"6096320024";"215,25";"215,25";"215,25"
"6096320025";"322,87";"322,87";"322,87"
"6096320026";"226,12";"226,12";"226,12"
"6096320027";"0,00";"0,00";"0,00"
"6096320028";"753,37";"753,37";"753,37"
"6096320029";"538,12";"538,12";"538,12"
"6096320030";"215,25";"215,25";"215,25"
"6096320031";"753,37";"753,37";"753,37"
"6096320032";"322,87";"322,87";"322,87"
"6096320034";"721,55";"721,55";"721,55"
"6096320035";"968,62";"968,62";"968,62"
"6096320036";"753,37";"753,37";"753,37"
"6096320037";"753,37";"753,37";"753,37"
"6096320038";"3.000,00";"3.000,00";"3.000,00"
"6096320039";"3.000,00";"3.000,00";"3.000,00"
"6096320040";"4.000,00";"4.000,00";"4.000,00"
"6096320041";"2.500,00";"2.500,00";"2.500,00"
"6096320042";"3.000,00";"3.000,00";"3.000,00"
"6096320043";"1.614,60";"1.614,60";"1.614,60"
"6096320044";"753,37";"753,37";"753,37"
"6096320045";"3.000,00";"3.000,00";"3.000,00"
"6096320046";"753,37";"753,37";"753,37"
"6096320047";"322,87";"322,87";"322,87"
"6096320048";"322,87";"322,87";"322,87"
"6096320049";"226,12";"226,12";"226,12"
"6096320050";"538,12";"538,12";"538,12"
"6096320051";"322,87";"322,87";"322,87"
"6096320052";"538,12";"538,12";"538,12"
"6096320053";"538,12";"538,12";"538,12"
"6096320054";"753,37";"753,37";"753,37"
"6096320055";"1.614,60";"1.614,60";"1.614,60"
"6096320056";"753,37";"753,37";"753,37"
"6096320057";"753,37";"753,37";"753,37"
"6096320058";"1.614,60";"1.614,60";"1.614,60"
"6096320059";"753,37";"753,37";"753,37"
"6096320060";"753,37";"753,37";"753,37"
"6096320061";"753,37";"753,37";"753,37"
"6096320062";"753,37";"753,37";"753,37"
"6096320063";"0,00";"0,00";"0,00"
"6096320065";"3.220,87";"3.220,87";"3.220,87"
"6096320066";"527,62";"527,62";"527,62"
"6096320067";"968,62";"968,62";"968,62"
"6096320068";"538,12";"538,12";"538,12"
"6096320069";"753,37";"753,37";"753,37"
"6096320070";"753,37";"753,37";"753,37"
"6096320071";"538,12";"538,12";"538,12"
"6096320072";"538,20";"538,20";"538,20"
"6096320073";"538,12";"538,12";"538,12"
"6096320074";"538,20";"538,20";"538,20"
"6096320075";"538,20";"538,20";"538,20"
"6096320076";"538,12";"538,12";"538,12"
"6096320077";"753,37";"753,37";"753,37"
"6096320078";"538,12";"538,12";"538,12"
"6096320079";"753,37";"753,37";"753,37"
"6096320080";"753,37";"753,37";"753,37"
"6096320081";"527,62";"527,62";"527,62"
"6096320082";"753,37";"753,37";"753,37"
"6096320083";"322,87";"322,87";"322,87"
"6096320084";"1.829,62";"1.829,62";"1.829,62"
"6096320085";"527,62";"527,62";"527,62"
"6096320086";"322,87";"322,87";"322,87"
"6096320087";"322,87";"322,87";"322,87"
"6096320088";"1.281,37";"1.281,37";"1.281,37"
"6096320089";"1.829,62";"1.829,62";"1.829,62"
"6096320090";"1.829,62";"1.829,62";"1.829,62"
"6096320091";"322,87";"322,87";"322,87"
"6096320092";"753,37";"753,37";"753,37"
"6096320093";"753,37";"753,37";"753,37"
"6096320094";"753,37";"753,37";"753,37"
"6096320095";"538,12";"538,12";"538,12"
"6096320096";"721,55";"721,55";"721,55"
"6096320097";"1.010,17";"1.010,17";"1.010,17"
"6096320098";"1.010,17";"1.010,17";"1.010,17"
"6096320099";"322,87";"322,87";"322,87"
"6096320100";"753,37";"753,37";"753,37"
"6096320101";"322,95";"322,95";"322,95"
"6096320102";"3.849,36";"3.849,36";"3.849,36"
"6096320103";"5.192,57";"5.192,57";"5.192,57"
"6096320104";"753,37";"753,37";"753,37"
"6096320105";"322,87";"322,87";"322,87"
"6096320106";"322,87";"322,87";"322,87"
"6096320107";"645,74";"645,74";"645,74"
"6096320108";"2.500,00";"2.500,00";"2.500,00"
"6096320109";"4.500,00";"4.500,00";"4.500,00"
"6096320110";"8.000,00";"8.000,00";"8.000,00"
"6096320111";"376,87";"376,87";"376,87"
"6096320112";"829,12";"829,12";"829,12"
"6096320113";"538,12";"538,12";"538,12"
"6096320114";"538,12";"538,12";"538,12"
"6096320115";"538,12";"538,12";"538,12"
"6096320116";"322,87";"322,87";"322,87"
"6096320117";"452,24";"452,24";"452,24"
"6096320118";"4.000,00";"4.000,00";"4.000,00"
"6096320119";"9.956,70";"9.956,70";"9.956,70"
"6096320120";"1.345,50";"1.345,50";"1.345,50"
"6096320121";"753,37";"753,37";"753,37"
"6096320122";"527,62";"527,62";"527,62"
"6096320123";"753,37";"753,37";"753,37"
"6096320124";"753,37";"753,37";"753,37"
"6096320125";"322,87";"322,87";"322,87"
"6096320126";"11.786,97";"11.786,97";"11.786,97"
"6096320127";"753,37";"753,37";"753,37"
"6096320128";"538,12";"538,12";"538,12"
"6096320129";"538,12";"538,12";"538,12"
"6096320130";"322,87";"322,87";"322,87"
"6096320131";"322,80";"322,80";"322,80"
"6096320132";"538,12";"538,12";"0,00"
"6096320133";"322,87";"322,87";"322,87"
"6096320138";"215,25";"215,25";"215,25"
"6096320139";"322,87";"322,87";"322,87"
"6096320140";"215,25";"215,25";"215,25"
"6096320141";"1.399,12";"1.399,12";"1.399,12"
"6096320142";"979,87";"979,87";"979,87"
"6096320143";"1.883,70";"1.883,70";"1.883,70"
"6096320144";"1.883,70";"1.883,70";"1.883,70"
"6096320145";"1.883,70";"1.883,70";"1.883,70"
"6096320146";"215,25";"215,25";"215,25"
"6096320147";"1.883,70";"1.883,70";"1.883,70"
"6096320148";"9.160,00";"9.160,00";"9.160,00"
"6096320149";"1.500,00";"1.500,00";"1.500,00"
"6096320150";"1.883,70";"1.883,70";"1.883,70"
"6096320151";"2.000,00";"2.000,00";"2.000,00"
"6096320152";"3.000,00";"3.000,00";"3.000,00"
"6096320153";"3.000,00";"3.000,00";"3.000,00"
"6096320154";"322,87";"322,87";"322,87"
"6096320155";"1.614,60";"1.614,60";"1.614,60"
"6096320156";"0,00";"0,00";"0,00"
"6096320157";"322,87";"322,87";"322,87"
"6096320158";"1.887,50";"1.887,50";"1.887,50"
"6096320159";"40.149,75";"40.149,75";"40.149,75"
"6096320160";"18.988,20";"12.655,02";"12.655,02"
"6096320161";"17.430,00";"17.430,00";"17.430,00"
"6096320162";"1.887,50";"1.887,50";"1.887,50"
"6096320163";"22.625,00";"3.127,00";"3.127,00"
"6096320164";"1.345,50";"1.345,50";"1.345,50"
"6096320165";"22.800,00";"16.872,00";"16.872,00"
"6096320166";"807,25";"807,25";"807,25"
"6096320167";"108.000,00";"72.000,00";"72.000,00"
"6096320168";"1.132,50";"1.132,50";"1.132,50"
"6096320169";"322,87";"322,87";"322,87"
"6096320170";"538,12";"538,12";"538,12"
"6096320171";"288,62";"288,62";"288,62"
"6096320172";"322,87";"322,87";"322,87"
"6096320173";"3.551,62";"3.551,62";"3.551,62"
"6096320174";"3.551,62";"3.551,62";"3.551,62"
"6096320175";"753,37";"753,37";"753,37"
"6096320176";"538,12";"538,12";"538,12"
"6096320177";"0,00";"0,00";"0,00"
"6096320178";"288,62";"288,62";"288,62"
"6096320180";"3.121,12";"3.121,12";"3.121,12"
"6096320181";"1.183,87";"1.183,87";"1.183,87"
"6096320182";"8.294,00";"8.294,00";"8.294,00"
"6096320183";"288,62";"288,62";"288,62"
"6096320184";"3.121,12";"3.121,12";"3.121,12"
"6096320185";"322,87";"322,87";"322,87"
"6096320186";"538,12";"538,12";"538,12"
"6096320187";"753,37";"753,37";"753,37"
"6096320188";"753,37";"753,37";"753,37"
"6096320189";"968,62";"968,62";"968,62"
"6096320190";"322,87";"322,87";"322,87"
"6096320191";"968,62";"968,62";"968,62"
"6096320192";"322,87";"322,87";"322,87"
"6096320193";"538,20";"538,20";"538,20"
"6096320194";"3.121,12";"3.121,12";"3.121,12"
"6096320195";"538,12";"538,12";"538,12"
"6096320196";"322,87";"322,87";"322,87"
"6096320197";"215,25";"215,25";"215,25"
"6096320199";"2.421,90";"2.421,90";"2.421,90"
"6096320200";"2.000,00";"2.000,00";"2.000,00"
"6096320201";"753,37";"753,37";"753,37"
"6096320202";"753,37";"753,37";"753,37"
"6096320203";"2.000,00";"2.000,00";"2.000,00"
"6096320204";"322,87";"322,87";"322,87"
"6096320205";"753,37";"753,37";"753,37"
"6096320206";"2.265,00";"2.265,00";"2.265,00"
"6096320207";"753,37";"753,37";"753,37"
"6096320208";"527,63";"527,63";"527,63"
"6096320209";"753,37";"753,37";"753,37"
"6096320210";"538,12";"538,12";"538,12"
"6096320211";"322,87";"322,87";"322,87"
"6096320212";"753,37";"753,37";"753,37"
"6096320213";"721,55";"721,55";"721,55"
"6096320214";"721,55";"721,55";"721,55"
"6096320215";"432,93";"432,93";"432,93"
"6096320216";"807,30";"807,30";"807,30"
"6096320217";"2.265,00";"2.265,00";"2.265,00"
"6096320218";"4.000,00";"4.000,00";"4.000,00"
"6096320219";"2.265,00";"2.265,00";"2.265,00"
"6096320220";"322,87";"322,87";"322,87"
"6096320221";"322,87";"322,87";"322,87"
"6096320222";"322,87";"322,87";"322,87"
"6096320223";"753,37";"753,37";"753,37"
"6096320224";"9.820,00";"9.820,00";"9.820,00"
"6096320225";"1.921,50";"1.921,50";"1.921,50"
"6096320226";"30.466,85";"7.009,75";"7.009,75"
"6096320227";"322,87";"322,87";"322,87"
"6096320228";"645,74";"645,74";"645,74"
"6096320229";"968,62";"968,62";"968,62"
"6096320230";"1.883,70";"1.883,70";"1.883,70"
"6096320231";"1.883,70";"1.883,70";"1.883,70"
"6096320232";"1.883,70";"1.883,70";"1.883,70"
"6096320233";"12.120,00";"12.120,00";"12.120,00"
"6096320234";"968,62";"968,62";"968,62"
"6096320235";"968,62";"968,62";"968,62"
"6096320236";"968,62";"968,62";"968,62"
"6096320237";"322,87";"322,87";"322,87"
"6096320238";"215,25";"215,25";"215,25"
"6096320239";"1.399,12";"1.399,12";"1.399,12"
"6096320240";"0,00";"0,00";"0,00"
"6096320242";"3.121,12";"3.121,12";"3.121,12"
"6096320243";"322,87";"322,87";"322,87"
"6096320244";"215,25";"215,25";"215,25"
"6096320245";"807,30";"807,30";"807,30"
"6096320246";"3.121,12";"3.121,12";"3.121,12"
"6096320247";"322,87";"322,87";"322,87"
"6096320248";"807,30";"807,30";"807,30"
"6096320249";"807,30";"807,30";"807,30"
"6096320250";"807,30";"807,30";"807,30"
"6096320251";"968,62";"968,62";"968,62"
"6096320252";"1.399,12";"1.399,12";"1.399,12"
"6096320253";"1.399,12";"1.399,12";"1.399,12"
"6096320254";"1.399,12";"1.399,12";"1.399,12"
"6096320255";"1.860,62";"1.860,62";"1.860,62"
"6096320256";"4.036,50";"4.036,50";"4.036,50"
"6096320257";"753,37";"753,37";"753,37"
"6096320258";"753,37";"753,37";"753,37"
"6096320259";"322,87";"322,87";"322,87"
"6096320260";"215,25";"215,25";"215,25"
"6096320261";"322,87";"322,87";"322,87"
"6096320262";"215,25";"215,25";"215,25"
"6096320263";"979,87";"979,87";"979,87"
"6096320264";"322,87";"322,87";"322,87"
"6096320265";"322,87";"322,87";"322,87"
"6096320266";"322,87";"322,87";"322,87"
"6096320267";"538,12";"538,12";"538,12"
"6096320268";"1.399,12";"1.399,12";"1.399,12"
"6096320269";"322,87";"322,87";"322,87"
"6096320270";"4.036,50";"4.036,50";"4.036,50"
"6096320271";"4.036,50";"4.036,50";"4.036,50"
"6096320272";"322,87";"322,87";"322,87"
"6096320273";"4.036,50";"4.036,50";"4.036,50"
"6096320274";"2.421,75";"2.421,75";"2.421,75"
"6096320275";"322,87";"322,87";"322,87"
"6096320276";"215,25";"215,25";"215,25"
"6096320277";"2.421,90";"2.421,90";"2.421,90"
"6096320278";"2.421,90";"2.421,90";"2.421,90"
"6096320279";"538,12";"538,12";"538,12"
"6096320280";"2.421,90";"2.421,90";"2.421,90"
"6096320281";"58.527,00";"58.527,00";"58.527,00"
"6096320282";"440,00";"440,00";"440,00"
"6096320283";"6.155,20";"6.155,20";"6.155,20"
"6096320284";"0,00";"0,00";"0,00"
"6096320285";"56.500,00";"44.170,00";"44.170,00"
"6096320286";"0,00";"0,00";"0,00"
"6096320287";"0,00";"0,00";"0,00"
"6096320288";"538,12";"538,12";"538,12"
"6096320289";"538,12";"538,12";"538,12"
"6096320290";"215,25";"215,25";"215,25"
"6096320291";"215,25";"215,25";"215,25"
"6096320292";"47.232,00";"0,00";"0,00"
"6096320293";"8.000,00";"8.000,00";"8.000,00"
"6096320294";"1.399,12";"1.399,12";"1.399,12"
"6096320295";"2.260,12";"2.260,12";"2.260,12"
"6096320296";"538,12";"538,12";"538,12"
"6096320297";"538,12";"538,12";"538,12"
"6096320298";"3.121,12";"3.121,12";"3.121,12"
"6096320299";"2.960,10";"2.960,10";"2.960,10"
"6096320300";"753,37";"753,37";"753,37"
"6096320301";"753,37";"753,37";"753,37"
"6096320302";"3.121,12";"3.121,12";"3.121,12"
"6096320303";"215,25";"215,25";"215,25"
"6096320304";"2.960,10";"2.960,10";"2.960,10"
"6096320305";"2.960,10";"2.960,10";"2.960,10"
"6096320306";"9.614,20";"1.040,16";"1.040,16"
"6096320307";"10.881,50";"0,00";"0,00"
"6096320308";"2.960,10";"2.960,10";"2.960,10"
"6096320309";"2.960,10";"2.960,10";"2.960,10"
"6096320310";"8.279,40";"6.256,00";"6.256,00"
"6096320311";"215,25";"215,25";"215,25"
"6096320312";"24.030,00";"2.763,20";"2.763,20"
"6096320313";"590,00";"0,00";"0,00"
"6096320314";"3.000,00";"3.000,00";"3.000,00"
"6096320315";"4.000,00";"4.000,00";"4.000,00"
"6096320316";"215,25";"215,25";"215,25"
"6096320317";"3.000,00";"3.000,00";"3.000,00"
"6096320318";"4.000,00";"4.000,00";"4.000,00"
"6096320319";"0,00";"0,00";"0,00"
"6096320320";"538,12";"538,12";"538,12"
"6096320322";"538,12";"538,12";"538,12"
"6096320323";"0,00";"0,00";"0,00"
"6096320324";"681,83";"681,83";"681,83"
"6096320326";"681,83";"681,83";"681,83"
"6096320327";"538,12";"538,12";"538,12"
"6096320328";"28.557,63";"12.846,29";"12.846,29"
"6096320329";"215,25";"215,25";"215,25"
"6096320330";"0,00";"0,00";"0,00"
"6096320331";"968,62";"968,62";"968,62"
"6096320333";"215,25";"215,25";"215,25"
"6096320334";"968,62";"968,62";"968,62"
"6096320335";"968,62";"968,62";"968,62"
"6096320336";"968,62";"968,62";"968,62"
"6096320337";"1.883,70";"1.883,70";"1.883,70"
"6096320338";"1.883,70";"1.883,70";"1.883,70"
"6096320339";"322,87";"322,87";"322,87"
"6096320340";"322,87";"322,87";"322,87"
"6096320341";"432,93";"432,93";"432,93"
"6096320342";"3.121,12";"3.121,12";"3.121,12"
"6096320343";"322,87";"322,87";"322,87"
"6096320344";"432,93";"432,93";"432,93"
"6096320345";"432,93";"432,93";"432,93"
"6096320346";"3.121,12";"3.121,12";"3.121,12"
"6096320347";"1.775,20";"1.775,20";"1.775,20"
"6096320348";"735,37";"735,37";"735,37"
"6096320349";"538,12";"538,12";"538,12"
"6096320350";"979,87";"979,87";"979,87"
"6096320351";"1.399,12";"1.399,12";"1.399,12"
"6096320352";"968,62";"968,62";"968,62"
"6096320353";"968,63";"968,63";"968,63"
"6096320354";"968,62";"968,62";"968,62"
"6096320355";"968,63";"968,63";"968,63"
"6096320356";"968,62";"968,62";"968,62"
"6096320357";"432,93";"432,93";"432,93"
"6096320358";"432,93";"432,93";"432,93"
"6096320359";"2.000,00";"2.000,00";"2.000,00"
"6096320360";"4.000,00";"4.000,00";"4.000,00"
"6096320361";"7.265,70";"7.265,70";"7.265,70"
"6096320362";"538,12";"538,12";"538,12"
"6096320363";"538,12";"538,12";"538,12"
"6096320364";"215,25";"215,25";"215,25"
"6096320365";"538,12";"538,12";"538,12"
"6096320366";"538,12";"538,12";"538,12"
"6096320367";"215,25";"215,25";"215,25"
"6096320368";"1.345,50";"1.345,50";"1.345,50"
"6096320369";"322,87";"322,87";"322,87"
"6096320370";"1.345,50";"1.345,50";"1.345,50"
"6096320371";"1.345,50";"1.345,50";"1.345,50"
"6096320372";"1.345,50";"1.345,50";"1.345,50"
"6096320373";"538,12";"538,12";"538,12"
"6096320374";"322,87";"322,87";"322,87"
"6096320375";"432,93";"432,93";"432,93"
"6096320376";"432,93";"432,93";"432,93"
"6096320377";"432,93";"432,93";"432,93"
"6096320378";"322,87";"322,87";"322,87"
"6096320379";"29.400,00";"29.400,00";"29.400,00"
"6096320380";"1.345,50";"1.345,50";"1.345,50"
"6096320381";"538,12";"538,12";"538,12"
"6096320382";"322,87";"322,87";"322,87"
"6096320383";"538,12";"538,12";"538,12"
"6096320384";"753,37";"753,37";"753,37"
"6096320385";"753,37";"753,37";"753,37"
"6096320386";"968,62";"968,62";"968,62"
"6096320387";"4.000,00";"4.000,00";"4.000,00"
"6096320388";"2.500,00";"2.500,00";"2.500,00"
"6096320389";"968,62";"968,62";"968,62"
"6096320390";"968,62";"968,62";"968,62"
"6096320391";"215,25";"215,25";"215,25"
"6096320392";"2.475,37";"2.475,37";"2.475,37"
"6096320393";"2.475,37";"2.475,37";"2.475,37"
"6096320394";"322,87";"322,87";"322,87"
"6096320395";"4.000,00";"4.000,00";"4.000,00"
"6096320396";"215,25";"215,25";"215,25"
"6096320397";"538,12";"538,12";"538,12"
"6096320398";"538,12";"538,12";"538,12"
"6096320399";"19.653,10";"19.653,10";"19.653,10"
"6096320400";"538,12";"538,12";"538,12"
"6096320401";"538,12";"538,12";"538,12"
"6096320402";"215,25";"215,25";"215,25"
"6096320403";"2.500,00";"2.500,00";"2.500,00"
"6096320404";"322,87";"322,87";"322,87"
"6096320405";"1.183,87";"1.183,87";"1.183,87"
